docType,title,id,url,authority,programOwner,shortDesc,desc,policyFramework,category,region,topic,service,commodity,clientType,programStatus,createdDate,modifiedDate,publishedDate,desc_new
program,Sheep Handling &amp; Weighing Systems Initiative,NBAAF-10006-en,https://www2.gnb.ca/content/gnb/en/services/services_renderer.201420.Sheep_Handling_&_Weighing_Systems_Initiative_.html,Provincial,NBAAF,"The objective is to encourage sheep producers to use efficient animal handling &amp; weighing systems to implement enhanced flock health programs, on-farm food safety programs and/or improve and monitor overall quality of the sheep flock in order to increase sheep flock profitability and safety for the producer.",None,CanadianAgriculturalPartnership,Program,NewBrunswick,AnimalHealthWelfareGenetics,ExpertiseAdviceGuidance,Livestock,YoungFarmersNewEntrants,open,2020-10-13,2021-01-12,2021-01-12,"The objective is to encourage sheep producers to use efficient animal handling &amp; weighing systems to implement enhanced flock health programs, on-farm food safety programs and/or improve and monitor overall quality of the sheep flock in order to increase sheep flock profitability and safety for the producer."
program,New Brunswick's Indigenous Agriculture Development Program,NBAAF-10007-en,https://www2.gnb.ca/content/dam/gnb/Departments/10/pdf/Agriculture/AgriculturePrograms-ProgrammeAgriculture/NB-Indigenous-Agriculture-Development-Program.pdf,Provincial,NBAAF,The Business Development Program helps support Indigenous farmers develop viable business plans and navigate the complexities of farm finances and production costs.,None,CanadianAgriculturalPartnership,Program,NewBrunswick,CommunityRuralDevelopment,,Nonspecific,Governments,open,2021-02-17,2021-05-03,2021-05-03,The Business Development Program helps support Indigenous farmers develop viable business plans and navigate the complexities of farm finances and production costs.
program,NB Small Business Recovery Grants,NBAAF-10008-en,https://onbcanada.ca/covid-19/,Provincial,NBAAF,Eligible small businesses and employers in New Brunswick who have been impacted by COVID-19 are now able to apply for relief to the provincial government via a one-time grant.,None,NotApplicable,Program,NewBrunswick,InsuranceRecoveryAid,FinancialSupportIncentives,ProcessedFoodsAgriBasedProducts,FoodServiceProvidersFoodRetailers,open,2021-04-07,2021-08-26,2021-08-26,Eligible small businesses and employers in New Brunswick who have been impacted by COVID-19 are now able to apply for relief to the provincial government via a one-time grant.
program,Beef Herd Renewal and Improvement Program,NBAAF-10009-en,https://www2.gnb.ca/content/gnb/en/services/services_renderer.201535.Beef_Herd_Renewal_and_Improvement_Program.html,Provincial,NBAAF,"The objective of this program is to grow, renew and improve the New Brunswick beef cow herd.",None,CanadianAgriculturalPartnership,Program,NewBrunswick,AnimalHealthWelfareGenetics,FinancialSupportIncentives,Livestock,FarmersFoodProducers,open,2021-09-01,2021-09-01,2021-09-01,"The objective of this program is to grow, renew and improve the New Brunswick beef cow herd."
program,Beef Rotational Grazing Initiative,NBAAF-10010-en,https://www2.gnb.ca/content/gnb/en/services/services_renderer.201534.Beef_Rotational_Grazing_Initiative.html,Provincial,NBAAF,The objective is to assist beef producers to adopt or improve rotational pasture management on their farms. Applicant farm operations will be eligible for financial assistance of 50% towards the purchase of rotational pasture infrastructure. ,None,CanadianAgriculturalPartnership,Program,NewBrunswick,FinancingCreditIncomeStability,FinancialSupportIncentives,Livestock,FarmersFoodProducers,open,2021-09-01,2021-09-01,2021-09-01,The objective is to assist beef producers to adopt or improve rotational pasture management on their farms. Applicant farm operations will be eligible for financial assistance of 50% towards the purchase of rotational pasture infrastructure. 
program,GeoNB Map Viewer,NBAAF-101-en,http://www.snb.ca/geonb1/e/index-E.asp,Provincial,NBAAF,GeoNB is the Province of New Brunswick's gateway to geographic information and related value-added applications.,None,NotApplicable,Service,NewBrunswick,DataMapsTools,GeospatialClimateDataMapsTools,Nonspecific,YoungFarmersNewEntrants,open,2018-07-10,2020-05-14,2020-05-14,GeoNB is the Province of New Brunswick's gateway to geographic information and related value-added applications.
program,Stewardship,NBAAF-103-en,http://www2.gnb.ca/content/gnb/en/departments/10/services/services_renderer.15236.Stewardship.html,Provincial,NBAAF,The objective of Stewardship is to create and coordinate strategies and initiatives to reduce the impacts of agriculture on the environment and to support the total development and sustainability of the agriculture industry in New Brunswick.,None,NotApplicable,Service,NewBrunswick,LandPurchaseLeasingAccess,LandInfrastructure,FertilizersPesticides,IndustryAssociationsFarmingOrganizations,open,2018-07-10,2020-05-14,2020-05-14,The objective of Stewardship is to create and coordinate strategies and initiatives to reduce the impacts of agriculture on the environment and to support the total development and sustainability of the agriculture industry in New Brunswick.
program,Crop Updates,NBAAF-104-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crop_updates.html,Provincial,NBAAF,Crop Updates will be issued every two weeks throughout the growing season.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-10,2020-05-14,2020-05-14,Crop Updates will be issued every two weeks throughout the growing season.
program,Agricultural Resource Management System (ARMS),NBAAF-106-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/arms.html,Provincial,NBAAF,An electronic agricultural mapping service is available to assist industry stakeholders manage their land resources.,None,NotApplicable,Service,NewBrunswick,DataMapsTools,GeospatialClimateDataMapsTools,Nonspecific,NonprofitCommunityOrganizations,open,2018-07-10,2020-05-14,2020-05-14,An electronic agricultural mapping service is available to assist industry stakeholders manage their land resources.
program,Field Crops,NBAAF-107-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/field_crops.html,Provincial,NBAAF,"Field crops in New Brunswick consist of traditional crops, such as barely, wheat, oats and forages, in addition to new crops for the region, including grain corn, soybean, canola and biomass crops.",None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,GrainsCerealsOtherCrops,NonprofitCommunityOrganizations,open,2018-07-10,2020-05-14,2020-05-14,"Field crops in New Brunswick consist of traditional crops, such as barely, wheat, oats and forages, in addition to new crops for the region, including grain corn, soybean, canola and biomass crops."
program,Research Summaries,NBAAF-108-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/research.html,Provincial,NBAAF,The information was gathered from agricultural and adaptive research applicable to New Brunswick conditions.,None,NotApplicable,Research,NewBrunswick,BasicAppliedResearch,ResearchResults,FertilizersPesticides,NonprofitCommunityOrganizations,open,2018-07-10,2020-05-14,2020-05-14,The information was gathered from agricultural and adaptive research applicable to New Brunswick conditions.
program,Project Reporting Website,NBAAF-109-en,http://daafmaapextweb.gnb.ca/010-005/Default.aspx?Culture=en-CA,Provincial,NBAAF,"This fully searchable website provides information on agricultural projects relating to research, on-farm innovation or adoption of new technologies and may include additional images, documents and web links.",None,NotApplicable,Research,NewBrunswick,BasicAppliedResearch,ResearchResults,Livestock,NonprofitCommunityOrganizations,open,2018-07-10,2020-05-14,2020-05-14,"This fully searchable website provides information on agricultural projects relating to research, on-farm innovation or adoption of new technologies and may include additional images, documents and web links."
program,Agriculture Site Suitability Maps,NBAAF-110-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/agriculture-suitability.html,Provincial,NBAAF,The Department has established new interactive maps to help prospective farmers begin to investigate areas and properties that may be favourable to certain crops.,None,NotApplicable,Service,NewBrunswick,DataMapsTools,GeospatialClimateDataMapsTools,Nonspecific,YoungFarmersNewEntrants,open,2018-07-10,2020-05-14,2020-05-14,The Department has established new interactive maps to help prospective farmers begin to investigate areas and properties that may be favourable to certain crops.
program,"Greenhouse, Nursery and Landscape",NBAAF-111-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/nursery_landscape.html,Provincial,NBAAF,"The New Brunswick greenhouse, nursery and landscape industries include many businesses such as nurseries, greenhouses, garden centers, landscape contractors and designers and lawn care.",None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-10,2020-05-15,2020-05-15,"The New Brunswick greenhouse, nursery and landscape industries include many businesses such as nurseries, greenhouses, garden centers, landscape contractors and designers and lawn care."
program,Site Selection for Productive Apple Orchards,NBAAF-112-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/apples/site_selection.html,Provincial,NBAAF,The overall performance of apple orchards is closely related to the soil characteristics and climate of the orchard site.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-10,2020-05-15,2020-05-15,The overall performance of apple orchards is closely related to the soil characteristics and climate of the orchard site.
program,Apples,NBAAF-113-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/apples.html,Provincial,NBAAF,Information on Apple production in New Brunswick,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-10,2020-05-15,2020-05-15,Information on Apple production in New Brunswick
program,Fertilizer,NBAAF-114-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/nursery_landscape/fertilizer.html,Provincial,NBAAF,Fertilizers are added to soil to supply nutrients that are unavailable or depleted in the soil.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FertilizersPesticides,NonprofitCommunityOrganizations,open,2018-07-10,2020-05-15,2020-05-15,Fertilizers are added to soil to supply nutrients that are unavailable or depleted in the soil.
program,Apple Industry Development Program,NBAAF-115-en,http://www2.gnb.ca/content/gnb/en/departments/10/services/services_renderer.200876.Apple_Industry_Development_Program.html,Provincial,NBAAF,This program under the Canadian Agricultural Partnership will provide strategic assistance to the New Brunswick apple industry.,None,CanadianAgriculturalPartnership,Program,NewBrunswick,FinancingCreditIncomeStability,FinancialSupportIncentives,FruitsVegetablesOtherHorticulture,YoungFarmersNewEntrants,open,2018-07-10,2020-05-15,2020-05-15,This program under the Canadian Agricultural Partnership will provide strategic assistance to the New Brunswick apple industry.
program,Integrated Pest Management Image Bank,NBAAF-126-en,http://daafmaapextweb.gnb.ca/010-002/Default.aspx?Culture=en-CA,Provincial,NBAAF,This integrated pest management (IPM) image bank was developed to provide images related to IPM of plants grown in the province.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,GrainsCerealsOtherCrops,NonprofitCommunityOrganizations,open,2018-07-10,2021-06-08,2021-06-08,This integrated pest management (IPM) image bank was developed to provide images related to IPM of plants grown in the province.
program,Organic Production,NBAAF-127-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/organic_production.html,Provincial,NBAAF,The ultimate goal of  the organic production system  is the preservation of the environment and the production of healthy and safe foods.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,GrainsCerealsOtherCrops,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-15,2020-05-15,The ultimate goal of  the organic production system  is the preservation of the environment and the production of healthy and safe foods.
program,Potatoes,NBAAF-129-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes.html,Provincial,NBAAF,Information on potato production in New Brunswick.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-15,2020-05-15,Information on potato production in New Brunswick.
program,Disinfectants,NBAAF-130-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/disinfectants.html,Provincial,NBAAF,Information on the use of disinfectants in potato storage. ,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-15,2020-05-15,Information on the use of disinfectants in potato storage. 
program,Hay Mulching,NBAAF-131-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/hay_mulching.html,Provincial,NBAAF,Information on mulching straw or hay on the potato fields after harvest. ,None,NotApplicable,GuidesInformation,NewBrunswick,BasicAppliedResearch,ResearchResults,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-15,2020-05-15,Information on mulching straw or hay on the potato fields after harvest. 
program,Potato Harvesting,NBAAF-132-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/harvesting.html,Provincial,NBAAF,Information on potato harvesting.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,IndustryAssociationsFarmingOrganizations,open,2018-07-11,2020-05-15,2020-05-15,Information on potato harvesting.
program,Pesticide Operator Protection,NBAAF-133-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/operator_protection.html,Provincial,NBAAF,"A number of pesticides, including several that are commonly used on potatoes, are very poisonous. Even small quantities, taken up over a period of time, can cause serious illness.",None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-15,2020-05-15,"A number of pesticides, including several that are commonly used on potatoes, are very poisonous. Even small quantities, taken up over a period of time, can cause serious illness."
program,Soil Management,NBAAF-134-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/soil_management.html,Provincial,NBAAF,Soil management consists of annual and long-term measures that are applied in order to sustain and improve soil productivity.,None,NotApplicable,GuidesInformation,NewBrunswick,LandPurchaseLeasingAccess,LandInfrastructure,FruitsVegetablesOtherHorticulture,IndustryAssociationsFarmingOrganizations,open,2018-07-11,2020-05-15,2020-05-15,Soil management consists of annual and long-term measures that are applied in order to sustain and improve soil productivity.
program,Sprout Inhibitors,NBAAF-135-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/sprout_inhibitors.html,Provincial,NBAAF,Sprout inhibitors provide a means of keeping potatoes in good condition for the late fresh or processing markets.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-15,2020-05-15,Sprout inhibitors provide a means of keeping potatoes in good condition for the late fresh or processing markets.
program,Physiological Age and Seed Preparation,NBAAF-137-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/physiological_age.html,Provincial,NBAAF,Physiological readiness to grow is an important factor in determining the production potential of potato tubers. This is usually referred to as physiological age of seed.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-15,2020-05-15,Physiological readiness to grow is an important factor in determining the production potential of potato tubers. This is usually referred to as physiological age of seed.
program,Potatoes - Variety Development and Selection,NBAAF-138-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/variety.html,Provincial,NBAAF,A variety can be defined as an assemblage of cultivated plants that have clearly distinguishable characteristics and that retain these characteristics when reproduced. ,None,NotApplicable,ImportExport,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-15,2020-05-15,A variety can be defined as an assemblage of cultivated plants that have clearly distinguishable characteristics and that retain these characteristics when reproduced. 
program,Potatoes - Pesticide Application,NBAAF-139-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/pesticide_application.html,Provincial,NBAAF,Information on the use of pesticides in New Brunswick potato production.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on the use of pesticides in New Brunswick potato production.
program,Potato Planter Management,NBAAF-140-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/potato_planter_management.html,Provincial,NBAAF,Proper calibration of the potato planter is essential to obtain uniform plant stands.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Proper calibration of the potato planter is essential to obtain uniform plant stands.
program,Potato Storage,NBAAF-141-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/storage.html,Provincial,NBAAF,Information on the storage of potatoes.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on the storage of potatoes.
program,Table Potatoes,NBAAF-142-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/table_potatoes.html,Provincial,NBAAF,Information on New Brunswick table potatoes.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on New Brunswick table potatoes.
program,Potato Seed Cutting to Improve Spacing,NBAAF-143-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/potato_seed_cutting.html,Provincial,NBAAF,Information on potato seed cutting to improve spacing.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on potato seed cutting to improve spacing.
program,Your Source of Quality Seed Potatoes,NBAAF-144-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/quality_seed_potatoes.html,Provincial,NBAAF,Information on source of quality seed potatoes. ,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on source of quality seed potatoes. 
program,Buckthorn Aphid,NBAAF-145-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/buckthorn_aphid.html,Provincial,NBAAF,Information on buckthorn aphid.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on buckthorn aphid.
program,Colorado Potato Beetle,NBAAF-146-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/colorado_potato_beetle.html,Provincial,NBAAF,Information on the Colorado potato beetle.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on the Colorado potato beetle.
program,Potato Diseases,NBAAF-147-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/diseases.html,Provincial,NBAAF,Information on potato diseases.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on potato diseases.
program,Environmental Protection,NBAAF-148-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/environmental_protection.html,Provincial,NBAAF,"Pesticides are toxic substances and if they are not used properly, they can pose a hazard not only to the user but also to the environment.",None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,"Pesticides are toxic substances and if they are not used properly, they can pose a hazard not only to the user but also to the environment."
program,European Corn Borer,NBAAF-149-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/european_corn.html,Provincial,NBAAF,Information on European corn borer.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on European corn borer.
program,Green Peach Aphid,NBAAF-150-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/green_peach.html,Provincial,NBAAF,Information on the Green Peach Aphid.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on the Green Peach Aphid.
program,Insect Pest Protection,NBAAF-151-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/protection_chart.html,Provincial,NBAAF,Information on pest protection.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on pest protection.
program,Insect Pests,NBAAF-152-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/insect_pests.html,Provincial,NBAAF,Information on controlling insect pests.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on controlling insect pests.
program,Nematodes,NBAAF-153-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/nematodes.html,Provincial,NBAAF,Information on nematodes.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on nematodes.
program,Physiological Disorders in Potatoes,NBAAF-154-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/physiological_disorders.html,Provincial,NBAAF,Information on physiological disorders in potatoes. ,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on physiological disorders in potatoes. 
program,Potato Aphid,NBAAF-155-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/potato_aphid.html,Provincial,NBAAF,Information on the potato aphid.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on the potato aphid.
program,Potato Flea Beetle,NBAAF-156-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/potato_flea_beetle.html,Provincial,NBAAF,Information on the potato flea beetle.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on the potato flea beetle.
program,Tarnished Plant Bug,NBAAF-157-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/tarnished_plant_bug.html,Provincial,NBAAF,Information on the tarnished plant bug. ,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on the tarnished plant bug. 
program,"Viruses, Viroids and Mycoplasmas",NBAAF-158-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/viruses.html,Provincial,NBAAF,"Information on viruses, viroids and mycoplasmas in potatoes.",None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,"Information on viruses, viroids and mycoplasmas in potatoes."
program,White Grubs,NBAAF-159-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/white_grubs.html,Provincial,NBAAF,Information on white grubs.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on white grubs.
program,Wireworms,NBAAF-160-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/wireworms.html,Provincial,NBAAF,Information on wireworms.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on wireworms.
program,Small Fruits,NBAAF-161-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/small_fruits.html,Provincial,NBAAF,Information on the small fruit industry in New Brunswick. ,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on the small fruit industry in New Brunswick. 
program,Strawberries,NBAAF-162-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/small_fruits/strawberries.html,Provincial,NBAAF,Home garden cultural guide for strawberries.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-12,2020-05-20,2020-05-20,Home garden cultural guide for strawberries.
program,Cranberries,NBAAF-163-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/cranberries.html,Provincial,NBAAF,Information on cranberry production in New Brunswick.,None,NotApplicable,GuidesInformation,NewBrunswick,ExpertiseAdviceGuidance,ExpertiseAdviceGuidance,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,Information on cranberry production in New Brunswick.
program,Cranberry Site Selection,NBAAF-164-en,http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/cranberries/site_selection.html,Provincial,NBAAF,The success of any cranberry bog is directly linked to the site and the management of the crop.,None,NotApplicable,GuidesInformation,NewBrunswick,LandPurchaseLeasingAccess,LandInfrastructure,FruitsVegetablesOtherHorticulture,NonprofitCommunityOrganizations,open,2018-07-11,2020-05-20,2020-05-20,The success of any cranberry bog is directly linked to the site and the management of the crop.
program,Cranberry Industry Development Program,NBAAF-165-en,http://www2.gnb.ca/content/gnb/en/departments/10/services/services_renderer.201436.Cranberry_Industry_Development_Program.html,Provincial,NBAAF,This program will provide strategic assistance to New Brunswick cranberry growers for the establishment of higher yielding cranberry varieties or those with improved marketability and to innovate production practices.,None,CanadianAgriculturalPartnership,Program,NewBrunswick,FinancingCreditIncomeStability,FinancialSupportIncentives,FruitsVegetablesOtherHorticulture,IndustryAssociationsFarmingOrganizations,open,2018-07-12,2020-05-20,2020-05-20,This program will provide strategic assistance to New Brunswick cranberry growers for the establishment of higher yielding cranberry varieties or those with improved marketability and to innovate production practices.
